"layer","case","idx","us"
"B0-B","P1","33","103.2"
"B0-B","P1","34","106.5"
"B0-B","P1","35","103.7"
"B0-B","P1","36","105.9"
"B0-B","P1","37","105.1"
"B0-B","P1","38","117.6"
"B0-B","P1","39","94.4"
"B0-B","P1","40","105.9"
"B0-B","P1","41","136.5"
"B0-B","P1","42","129"
"B0-B","P1","43","117.3"
"B0-B","P1","44","103.4"
"B0-B","P1","45","105"
"B0-B","P1","46","94.4"
"B0-B","P1","47","107.8"
"B0-B","P1","48","101"
"B0-B","P1","49","119.4"
"B0-B","P1","50","100.9"
"B0-B","PA10","1","432.7"
"B0-B","PA10","2","408"
"B0-B","PA10","3","448.1"
"B0-B","PA10","4","387.2"
"B0-B","PA10","5","380.6"
"B0-B","PA10","6","383.1"
"B0-B","PA10","7","398.9"
"B0-B","PA10","8","395.8"
"B0-B","PA10","9","380.6"
"B0-B","PA10","10","365.8"
"B0-B","PA10","11","373.3"
"B0-B","PA10","12","389.7"
"B0-B","PA10","13","374.5"
"B0-B","PA10","14","370.5"
"B0-B","PA10","15","386.8"
"B0-B","PA10","16","401.2"
"B0-B","PA10","17","390.2"
"B0-B","PA10","18","372.1"
"B0-B","PA10","19","389.8"
"B0-B","PA10","20","396.5"
"B0-B","PA10","21","391.4"
"B0-B","PA10","22","400.4"
"B0-B","PA10","23","371.2"
"B0-B","PA10","24","382.6"
"B0-B","PA10","25","389.6"
"B0-B","PA10","26","383.5"
"B0-B","PA10","27","377.6"
"B0-B","PA10","28","370.7"
"B0-B","PA10","29","401.7"
"B0-B","PA10","30","381.4"
"B0-B","PA10","31","382.9"
"B0-B","PA10","32","373.2"
"B0-B","PA10","33","423.5"
"B0-B","PA10","34","395.2"
"B0-B","PA10","35","375.8"
"B0-B","PA10","36","376.5"
"B0-B","PA10","37","391.2"
"B0-B","PA10","38","394.5"
"B0-B","PA10","39","369.6"
"B0-B","PA10","40","373.5"
"B0-B","PA10","41","367.1"
"B0-B","PA10","42","408.1"
"B0-B","PA10","43","381"
"B0-B","PA10","44","374.6"
"B0-B","PA10","45","372.7"
"B0-B","PA10","46","392.9"
"B0-B","PA10","47","381"
"B0-B","PA10","48","371.3"
"B0-B","PA10","49","382"
"B0-B","PA10","50","387.4"
"B0-B","PC10","1","464.5"
"B0-B","PC10","2","447.8"
"B0-B","PC10","3","418.7"
"B0-B","PC10","4","430.9"
"B0-B","PC10","5","464.9"
"B0-B","PC10","6","448.2"
"B0-B","PC10","7","426.1"
"B0-B","PC10","8","427.5"
"B0-B","PC10","9","429.5"
"B0-B","PC10","10","426.4"
"B0-B","PC10","11","444.4"
"B0-B","PC10","12","420.8"
"B0-B","PC10","13","447.6"
"B0-B","PC10","14","397.4"
"B0-B","PC10","15","410.6"
"B0-B","PC10","16","407.4"
"B0-B","PC10","17","437.7"
"B0-B","PC10","18","400.5"
"B0-B","PC10","19","396.5"
"B0-B","PC10","20","404.4"
"B0-B","PC10","21","414.8"
"B0-B","PC10","22","392.6"
"B0-B","PC10","23","400.9"
"B0-B","PC10","24","398.1"
"B0-B","PC10","25","429.6"
"B0-B","PC10","26","416.2"
"B0-B","PC10","27","422.6"
"B0-B","PC10","28","401.3"
"B0-B","PC10","29","421.9"
"B0-B","PC10","30","415.9"
"B0-B","PC10","31","410"
"B0-B","PC10","32","421"
"B0-B","PC10","33","436.2"
"B0-B","PC10","34","421.4"
"B0-B","PC10","35","417.8"
"B0-B","PC10","36","408.9"
"B0-B","PC10","37","460"
"B0-B","PC10","38","407.6"
"B0-B","PC10","39","413.4"
"B0-B","PC10","40","446.6"
"B0-B","PC10","41","450.2"
"B0-B","PC10","42","422.1"
"B0-B","PC10","43","401.9"
"B0-B","PC10","44","410.8"
"B0-B","PC10","45","428.1"
"B0-B","PC10","46","409.3"
"B0-B","PC10","47","398.2"
"B0-B","PC10","48","396.1"
"B0-B","PC10","49","438.1"
"B0-B","PC10","50","406.8"
"B0-B","P10","1","405.3"
"B0-B","P10","2","386.8"
"B0-B","P10","3","379.5"
"B0-B","P10","4","419"
"B0-B","P10","5","375.9"
"B0-B","P10","6","384.3"
"B0-B","P10","7","374.4"
"B0-B","P10","8","416.5"
"B0-B","P10","9","386.5"
"B0-B","P10","10","370.4"
"B0-B","P10","11","387.1"
"B0-B","P10","12","396.1"
"B0-B","P10","13","403.7"
"B0-B","P10","14","386.1"
"B0-B","P10","15","380.5"
"B0-B","P10","16","391.9"
"B0-B","P10","17","406.2"
"B0-B","P10","18","375"
"B0-B","P10","19","401.3"
"B0-B","P10","20","379.9"
"B0-B","P10","21","394.8"
"B0-B","P10","22","405.3"
"B0-B","P10","23","382.7"
"B0-B","P10","24","381.8"
"B0-B","P10","25","399.1"
"B0-B","P10","26","399.5"
"B0-B","P10","27","389.9"
"B0-B","P10","28","384.3"
"B0-B","P10","29","400.6"
"B0-B","P10","30","384.6"
"B0-B","P10","31","375.9"
"B0-B","P10","32","386.4"
"B0-B","P10","33","389.3"
"B0-B","P10","34","412"
"B0-B","P10","35","378.1"
"B0-B","P10","36","385"
"B0-B","P10","37","378.4"
"B0-B","P10","38","391.6"
"B0-B","P10","39","400.2"
"B0-B","P10","40","394.1"
"B0-B","P10","41","383"
"B0-B","P10","42","402.2"
"B0-B","P10","43","386.9"
"B0-B","P10","44","395.8"
"B0-B","P10","45","386.3"
"B0-B","P10","46","401.4"
"B0-B","P10","47","386.6"
"B0-B","P10","48","380.8"
"B0-B","P10","49","406"
"B0-B","P10","50","390.5"
"B0-C","P0","1","168.2"
"B0-C","P0","2","163.6"
"B0-C","P0","3","164.4"
"B0-C","P0","4","148.2"
"B0-C","P0","5","141.6"
"B0-C","P0","6","146.2"
"B0-C","P3","1","361139.6"
"B0-C","P3","2","423280"
"B0-C","P3","3","498719"
"B0-C","P3","4","558677.8"
"B0-C","P50","1","47214900.2"
"B0-C","P25","1","13238851.4"
"B0-C","P25","2","17224182.2"
"B0-C","P1","1","84269.8"
"B0-C","P1","2","98888.8"
"B0-C","P1","3","114108.6"
"B0-C","P1","4","106140.4"
"B0-C","P1","5","114153.2"
"B0-C","P1","6","121025"
"B0-C","P10","1","2739164.6"
"B0-C","P10","2","3353635.8"
"B0-C","P10","3","4132317"
"B0-D","P0","1","888630"
"B0-D","P0","2","527229"
"B0-D","P0","3","518773"
"B0-D","P0","4","519321"
"B0-D","P0","5","513990"
"B0-D","P0","6","515417"
"B0-D","P0","7","547619"
"B0-D","P0","8","531253"
"B0-D","P10","1","1630607"
"B0-D","P10","2","1231300"
"B0-D","P10","3","1340701"
"B0-D","P10","4","1285581"
"B0-D","P10","5","1986281"
"B0-D","P10","6","1566232"
"B0-D","P10","7","1317249"
"B0-D","P10","8","1318944"
"B0-D","P1","1","970535"
"B0-D","P1","2","598405"
"B0-D","P1","3","608531"
"B0-D","P1","4","620100"
"B0-D","P1","5","624986"
"B0-D","P1","6","610569"
"B0-D","P1","7","600581"
"B0-D","P1","8","595358"
